Title,Address,Description,Price,Date added,Seller,Url
3 bedroom flat for sale,"Otago Street, Flat 1/3, Kelvinbridge, Glasgow , G12 8PE","HD Video Available. Situated within the Hillhead area of Glasgow's West End, and just minutes' walk from Glasgow University, lies this well presented three-bedroom apartment. Otago Street is well placed for quick access to all local amenities including a number of shops, cafes, cars an...","£199,000",Added on 28/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/109724285
3 bedroom semi-detached house for sale,"Weirwood Avenue, Garrowhill, Glasgow, Lanarkshire, G69","***PLEASE SEE PROFESSIONAL HD VIDEO*** Beautifully appointed semi detached villa set within popular area. The property has been internally upgraded and is tastefully decorated to a high standard throughout comprising of a welcoming reception hallway, good size lounge with electric fireplace...","£199,000",Added on 30/06/2021,"Countrywide, Baillieston",www.rightmove.co.uk/properties/86902969
3 bedroom semi-detached house for sale,"Lomond Drive, Bishopbriggs, Glasgow, G64 3BY","Delighted to present to the market this 3 bed Semi Detached Chalet Style Villa. In the sought after area of Bishopbriggs Located off Balmuildy Road, Lomond Drive is situated in one of the town`s most ...","£199,000",Added on 22/06/2021,"Town & Country Estate Agents, Glasgow",www.rightmove.co.uk/properties/89387851
2 bedroom flat for sale,"Crow Road, Flat 3/1, Broomhill, Glasgow, G11 7HS","HD Video Available. Enjoying a prominent corner position within a beautiful red sandstone tenement, this attractive two-bedroom apartment offers extremely comfortable accommodation and benefits from an extremely convenient setting above Kothel in Broomhill and is within List 1 of Jordanhill Schoo...","£199,000",Added on 08/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/109275686
3 bedroom flat for sale,"Byres Road, West End, Glasgow, G12","This spacious third-floor flat in need of modernisation offers an excellent opportunity to create a family home or lucrative student let as it is located on a prime site in the heart of the west end. The accommodation comprises an L shape reception hall, large lounge, good sized ki...","£199,000",Added on 23/03/2021,"ritehome, Glasgow",www.rightmove.co.uk/properties/109275686
2 bedroom apartment for sale,"Hilltree Court, 96 Fenwick Road, Giffnock","A 'MUST SEE' apartment situated on the first floor of this popular retirement development, with TWO DOUBLE BEDROOMS. The excellent communal facilities on offer include a table service IN-HOUSE RESTAURANT, homeowner lounge where SOCIAL EVENTS take place and LANDSCAPED GARDENS.","£199,000",Reduced on 14/02/2020,"McCarthy & Stone Resales, Bournemouth",www.rightmove.co.uk/properties/108397493
4 bedroom flat for sale,"Elderslie Street , Flat 0/1, Charing Cross, Glasgow , G3 7AL","HD Video Available. HD Video Available. A bright and airy, four-bedroom elevated ground floor apartment which enjoys an extremely central position in the West End of Glasgow. Conveniently-placed for gaining quick, easy access to a broad selection of amenities in Finnieston and Glasgow ...","£199,000",Added on 11/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/108397493
2 bedroom apartment for sale,"Kintore Road, Newlands, Glasgow, G43 2EY","READY TO RESERVE WITH £9,925 PAID TOWARDS YOUR DEPOSIT AND EXTRA'S INCLUDED TO HELP MAKE YOUR MOVE EASIER. BOOK A TELEPHONE APPOINTMENT TODAY TO FIND OUT MORE. This 2 bedroom apartment, is perfect for first time buyers. You will be impressed by the space on offer in the open-plan kitchen/dining ...","£198,495",Added on 04/02/2020,Barratt Homes,www.rightmove.co.uk/properties/79042491
2 bedroom apartment for sale,"Oban Drive, North Kelvinside, G20","This superior property is an outstanding example of a larger style modern West End apartment. The flat, built by Windex, enjoys a prime corner position with a feature lounge dining room boasting open city views from it's four frame bay windows.","£198,000",Added on 18/06/2021,"Low Beaton Richmond LLP, Largs",www.rightmove.co.uk/properties/79042491
2 bedroom apartment for sale,"Hilltree Court, 96 Fenwick Road, Giffnock","A superb retirement apartment in ""MOVE IN CONDITION"" with TWO BEDROOMS and being at GARDEN LEVEL, with patio access from the Lounge and Bedroom. Benefitting from being FRESHLY DECORATED and having NEW CARPETS THROUGHOUT.","£198,000",Reduced on 23/10/2020,"McCarthy & Stone Resales, Bournemouth",www.rightmove.co.uk/properties/77028239
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dyer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£197,995",Reduced on 17/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/77028239
2 bedroom apartment for sale,"Pinkston Road,
Glasgow,
G4 0DD","Pre show home offer Plot 176 The Ingram is now available with £1000 towards legal fees, integrated appliances, bronze flooring package throughout and high gloss kitchen units. This contemporary and practical 2 bedroom second floor apartment features a s...","£196,000",Added on 18/06/2021,Keepmoat Homes,www.rightmove.co.uk/properties/108644858
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dyer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£195,995",Reduced on 17/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/108644858
2 bedroom flat for sale,"3/2, 100, Kelvinhaugh Street, Glasgow, G3 8PP",Top floor modern two bedroom apartment in a great location minutes walk from popular bars and restaurants and ideally placed for West End and City.,"£195,000",Added on 28/06/2021,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/89093924
2 bedroom flat for sale,"Partickhill Road, Flat 3/1, Partickhill, Glasgow, G11 5BL","HD Video Available. Located within an extremely desirable Partickhill address, this highly attractive two-bedroom, top floor tenement apartment offers bright, impressive accommodation and boasts fantastic proximity to Byres Road, Glasgow University and indeed all amenities in the West End of Glas...","£195,000",Added on 18/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/89093924
3 bedroom semi-detached house for sale,"Antonine Road, Bearsden, East Dunbartonshire , G61 4DP",A larger style of three bedroom semi detached chalet villa featuring south facing rear gardens. This spacious home is set amidst attractive gardens and enjoys a peaceful yet convenient setting within walking distance of the areas excellent schooling. There are a range of nearby shops situated o...,"£195,000",Added on 18/06/2021,"Clyde Property, Bearsden",www.rightmove.co.uk/properties/109104284
2 bedroom flat for sale,"2/2, 13 Leslie Street, Pollokshields","A large top floor two bedroom flat with period features, dining kitchen and attractive outlook to the front.","£195,000",Added on 23/06/2021,"Corum, Shawlands",www.rightmove.co.uk/properties/109104284
2 bedroom flat for sale,"Glasgow Harbour Terrace, Glasgow Harbour Terraces, Glasgow","Ross Sales & Lettings are delighted to bring to the market this incredible 4th floor, two bedroom flat set in the popular Glasgow Harbour development. This stylish home is certain to appeal to young professionals looking for Riverside living, on the doorstep of all local amenities within the (cont.)","£195,000",Added on 07/06/2021,"Ross Sales & Lettings, Glasgow",www.rightmove.co.uk/properties/72891068
2 bedroom flat for sale,"2/3 69 Otago Street, Hillhead, Glasgow, G12 8PQ","An attractive two bedroom, second floor flat within this landscaped, modern development in the popular and convenient location in the heart of Hillhead.","£195,000",Added on 25/06/2021,"Corum, West End",www.rightmove.co.uk/properties/72891068
3 bedroom detached house for sale,"Waukglen Crescent, Glasgow",Immaculately presented detached villa set within a prestigious pocket of Southpark Village.,"£195,000",Added on 20/04/2021,"Allen & Harris, Newton Mearns Glasgow",www.rightmove.co.uk/properties/109570103
2 bedroom semi-detached house for sale,"Priory Drive, Uddingston, Glasgow, G71",Instantly appealing two bedroom semi-detached home situated in the locally admired Kylepark area in Uddingston with a private and pleasant outlook. Priory Drive is perfectly positioned to take advantage of all the amenities that Uddingston has to offer.It would suit a variety of buyers ...,"£195,000",Added on 25/06/2021,"YOUR MOVE - McLaughlin, Uddingston",www.rightmove.co.uk/properties/109570103
2 bedroom flat for sale,"Great Western Road, Anniesland, Glasgow, G13","An outstanding traditional first floor flat, fully and extensively refurbished, offering stylish interiors, luxurious specifications with an abundance of period features. The flexible, well-proportioned accommodation comprises security entry, fabulous original communal stairway with period...","£195,000",Added on 25/05/2021,"Slater Hogg & Howison, West End, Glasgow",www.rightmove.co.uk/properties/109043954
2 bedroom flat for sale,"Queen Street, Merchant City, Glasgow, G1","This super central, fresh and modern two bedroom apartment with en-suite offers an exceptionally convenient location and comes with a private allocated underground parking space. From the secure modest entrance, there is a well kept communal hallway with both lift and stair access. Th...","£195,000",Reduced on 16/06/2021,"Countrywide, Glasgow City Living",www.rightmove.co.uk/properties/109043954
2 bedroom flat for sale,"Finlay Drive, Dennistoun, Glasgow, G31","*** Unexpectedly back on the market *** Situated on the preferred 1st floor of this traditional tenement building, factored by Milnbank Housing Association, is this stunning 2 bedroomed apartment (with dining sized kitchen) which is tastefully presented throughout whilst still retain...","£195,000",Added on 20/05/2021,"Countrywide, Dennistoun",www.rightmove.co.uk/properties/109632935
3 bedroom terraced house for sale,"Castle Road, Newton Mearns, Glasgow",Beautifully presented three bedroom mid terraced villa occupying a prime location within a convenient locale and local amenities. Early internal viewings are highly advised to fully appreciate this family home,"£195,000",Added on 24/06/2021,"Allen & Harris, Newton Mearns Glasgow",www.rightmove.co.uk/properties/109632935
2 bedroom flat for sale,"Burnbank House, Burnpark Avenue, Uddingston, Glasgow","This well proportioned and beautifully finished, modern ground floor flat is set within a secure gated development in the Kylepark district of Uddingston.","£195,000",Added yesterday,"Kirklands Estate Agents, Coatbridge",www.rightmove.co.uk/properties/109587737
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven and hob. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£194,995",Added on 15/04/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109826510
2 bedroom apartment for sale,"Pinkston Road,
Glasgow,
G4 0DD","£500 CASHBACK for 6 months Now with flooring throughout and integrated appliances. Plot 175 The Ingram is our contemporary and practical 2 bedroom first floor apartment. It features a stunning kitchen/diner and a smart built-in home office space, ma...","£194,000",Added on 23/06/2021,Keepmoat Homes,www.rightmove.co.uk/properties/109632932
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dyer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£193,995",Reduced on 17/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109632932
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dryer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£193,995",Added on 15/04/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109313660
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven and hob. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£192,995",Added on 15/04/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109313660
2 bedroom apartment for sale,"Pinkston Road,
Glasgow,
G4 0DD","Pre show home offer Now including £1000 towards legal fees, flooring throughout, integrated appliances and high gloss kitchen units. The Montrose plot 174 is our stylish 2 bedroom ground floor apartment. Featuring a semi open plan kitchen/living area, a built in home offic...","£192,000",Added on 23/06/2021,Keepmoat Homes,www.rightmove.co.uk/properties/109754084
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dyer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£191,995",Added on 15/04/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109754084
2 bedroom property for sale,"Clyde Gateway,
Oatlands,
Glasgow,
G5 0BH","SUPERIOR 2 bed apartment with SECURE entry and the WOW factor! OPEN PLAN living, STYLISH DESIGNER kitchen with INTEGRATED oven, hob and washer dryer. 2 SPACIOUS DOUBLE bedrooms with STORAGE throughout. Master bed features FITTED WARDROBES. STYLISH bathroom with FULL HEIGHT TILING.","£191,995",Added on 15/04/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109754087
2 bedroom apartment for sale,"Fox Street, Glasgow","Forming part of the Sugar House development, completed circa 2006 and spanning over 635 sq ft, this modern two-bedroom apartment has a lot of appeal and the significant advantage of an underground car parking space. Situated on the third floor, the accommodation includes a bright open plan style ...","£190,000",Added on 11/06/2021,"Rettie & Co, Glasgow",www.rightmove.co.uk/properties/109754087
2 bedroom flat for sale,"37 Dudley Drive, Glasgow, G12","Delighted to welcome to the market this charming second floor, traditionally built tenement flat in the sought after area of Dudley Drive, Hyndland. This red sandstone flat will be ideal for that person/couple looking to live in the heart of Glasgow's west end. The property comprises a secure ...","£190,000",Reduced on 11/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/109578539
2 bedroom flat for sale,"3/3, 6 Inverlair Drive, G43 2AY",A beautiful top floor flat enjoying a peaceful location in Newlands.,"£190,000",Reduced on 23/06/2021,"Corum, Shawlands",www.rightmove.co.uk/properties/109578539
2 bedroom apartment for sale,"Leslie Street, Pollokshields, Glasgow",A generous two bedroomed ground floor flat in this incredibly popular pocket of Pollokshields. This blonde sandstone building is entered via secure door entry system into a well-kept communal close where the property is accessed on the right. The accommodation of the flat it...,"£190,000",Added on 11/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/109313663
2 bedroom flat for sale,"Aidans Brae, Clarkston, Glasgow","Conveniently positioned to take advantage of a wide range of amenities at Clarkston Toll, this modern retirement flat occupies an upper-first floor position within this ever-popular McCarthy and Stone development.","£190,000",Reduced on 14/04/2021,"Allen & Harris, Clarkston Glasgow",www.rightmove.co.uk/properties/109313663
2 bedroom property for sale,"Aidans View, 1 Aidans Brae, Clarkston","A larger styled and particularly spacious corner position two bedroom duplex retirement apartment, located within this McCarthy & Stone development, built in 2009, located just a short walk from public transport, local shops, post office and health surgeries at Clarkston Toll and Busby Road.","£190,000",Added on 01/06/2021,"Nicol Estate Agents, Clarkston",www.rightmove.co.uk/properties/108993284
2 bedroom flat for sale,"GPO, 1/15, 5, South Frederick Street, Glasgow, G1 1JG",Excellent two bedroomed first floor level apartment with doors onto the central courtyard within the iconic GPO building just off George Square. ,"£190,000",Added on 17/02/2021,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/108993284
3 bedroom semi-detached house for sale,"Maclean Place, Stewartfield, EAST KILBRIDE","* Beautifully Presented, Bright & Stylish Three Bedroom Semi Detached Home * Walk In Condition - Modern & Neutral Decor, GCH & DG Throughout * Spacious Lounge & Semi Open Plan Dining Room * Modern Fitted Kitchen & Fitted Bathroom, Three Well Proportioned Bedrooms ","£190,000",Added on 16/06/2021,"Home Connexions, East Kilbride",www.rightmove.co.uk/properties/109578542
2 bedroom flat for sale,"Castlebank Place, Glasgow",***** INVESTORS ONLY ***** Luxury modern apartment located on the third floor with immediate views over the Clyde offers attractive well presented accommodation ideally located close to all the fashionable west end amenities with easy road links into Glasgow and the surrounding areas. Accomm...,"£190,000",Added on 31/05/2021,"G & S Properties, Bearsden",www.rightmove.co.uk/properties/109578542
2 bedroom apartment for sale,"70 Fox Street, Glasgow, G1","This is a very well presented second floor apartment located on Buchanan Street in the heart of Glasgow City Centre. Situated right in the heart of the city centre and boasting a modern open plan lounge/dining kitchen area, modern fitted kitchen, two generously proportioned bedrooms, modern thr...","£190,000",Added on 12/02/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/108651920
2 bedroom flat for sale,"Langside Drive, Glasgow, Lanarkshire, G43","This upper conversion apartment set within a impressive detached sandstone villa occupying a prime position within the desirable Newlands locale. This property retains a wealth of character and opens to a stunning traditional communal hallway with featured stain glass, traditional wood...","£190,000",Added on 25/06/2021,"Slater Hogg & Howison, Shawlands, Glasgow",www.rightmove.co.uk/properties/108651920
3 bedroom semi-detached house for sale,"Stepford Road,
Glasgow,
G33","The Blair is a spacious three bedroom semi-detached family home with fitted kitchen/dining with FRENCH DOORS to garden. LOUNGE. Downstairs SHOWER ROOM, with fitted wardrobes to beds 1 & 2 and family bathroom. Monobloc driveway. HELP TO BUY AVAILABLE!!!!","£190,000",Added on 07/06/2021,Merchant Homes,www.rightmove.co.uk/properties/108501596
2 bedroom end of terrace house for sale,"Alyth Crescent, Stamperland, Glasgow",A generously appointed end-terraced villa delivering a stylishly neutral interior and set within a significant corner plot which might lend potential for further development (subject to local authority regulations).,"£190,000",Added on 30/06/2021,"Allen & Harris, Clarkston Glasgow",www.rightmove.co.uk/properties/108501596
3 bedroom semi-detached house for sale,"Stepford Road,
Glasgow,
G33","The Blair is a spacious three bedroom semi-detached family home with fitted kitchen/dining with FRENCH DOORS to garden. LOUNGE. Downstairs SHOWER ROOM, with fitted wardrobes to beds 1 & 2 and family bathroom. Monobloc driveway. HELP TO BUY AVAILABLE.","£190,000",Added on 07/06/2021,Merchant Homes,www.rightmove.co.uk/properties/106071254
3 bedroom end of terrace house for sale,"Cumbernauld Road, Stepps, Glasgow, G33","***CLOSING DATE SET - 2/7/21 AT 12 O'CLOCK*** A Modern 3 Bedroom End Terrace Villa With Gas Central Heating, PVC Double Glazing, Modern Fully Integrated High Gloss Kitchen, Downstairs WC, Good Size Corner Gardens, Excellent Parking, Viewing Advised.","£190,000",Added on 28/06/2021,"A B PROPERTY CONSULTANTS, Baillieston",www.rightmove.co.uk/properties/106071254
3 bedroom semi-detached house for sale,"Stepford Road,
Glasgow,
G33","The Blair is a spacious three bedroom semi-detached family home with fitted kitchen/dining with FRENCH DOORS to garden. LOUNGE. Downstairs SHOWER ROOM, with fitted wardrobes to beds 1 & 2 and family bathroom. Monobloc driveway. HELP TO BUY AVAILABLE.","£190,000",Added on 07/06/2021,Merchant Homes,www.rightmove.co.uk/properties/108633971
3 bedroom semi-detached house for sale,"Stepford Road,
Glasgow,
G33","The Blair is a spacious three bedroom semi-detached family home with fitted kitchen/dining with FRENCH DOORS to garden. LOUNGE. Downstairs SHOWER ROOM, with fitted wardrobes to beds 1 & 2 and family bathroom. Monobloc driveway. HELP TO BUY AVAILABLE.","£190,000",Added on 07/06/2021,Merchant Homes,www.rightmove.co.uk/properties/109798070
3 bedroom house for sale,"Vancouver Walk, Glasgow",A wonderful three bedroom terraced townhouse which has a flexible layout set over three levels situated within the much admired Athletes Village overlooking the River Clyde. This spacious home offers flexible living accommodation over three levels. Originally built to house Athletes in...,"£190,000",Added yesterday,"Residence Estate Agents, Uddingston",www.rightmove.co.uk/properties/108335426
3 bedroom end of terrace house for sale,"Mosspark Drive, Glasgow, G52","Well presented end terraced family home in the sought after area of Mosspark. The house comprises hallway, kitchen, lounge, dining room/3rd bedroom, bathroom and two bedrooms. The home boasts several features including gas central heating, double glazing, modern fitted kitchen and generous sized...","£190,000",Added on 22/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/108335426
2 bedroom flat for sale,"Hawk Avenue, Newton Mearns, G77","Ideal opportunity to purchase this immaculately presented two bed ground floor flat situated within a modern development in the highly desirable residential area of Newton Mearns.Offered to the market in walk in condition benefits include double glazed windows, gas central heating, secu...","£190,000",Reduced on 15/09/2020,"National Property, Glasgow",www.rightmove.co.uk/properties/109798685
3 bedroom flat for sale,"Branklyn Court, Anniesland, Glasgow, G13","Forming part of popular and prestige development this is an immaculate three bedroom luxury second floor apartment. The principal accommodation comprises security entry, reception hallway with storage off , a superb lounge, fitted breakfasting kitchen with French doors to Parisian style balcony. ...","£190,000",Added on 23/06/2021,"Slater Hogg & Howison, West End, Glasgow",www.rightmove.co.uk/properties/109798685
2 bedroom flat for sale,"Minard Road, Shawlands, Glasgow, G41","Set within one of the South-side's most desired locations, 98 Minard Road offers a unique opportunity to purchase a most impressive and expansive first floor flat within Shawlands. The property consists of fabulous large reception hallway, stunning and expansive corner positioned lounge with...","£190,000",Added on 02/06/2021,"Countrywide, Shawlands",www.rightmove.co.uk/properties/109305635
1 bedroom house for sale,"Ballantrae Drive, Newton Mearns, Glasgow",A truly exceptional semi-detached bungalow offering a pleasing selection of genuine on-the level accommodation fully upgraded and successfully reconfigured by the current owners. The property enjoys an excellent setting perfectly placed within the cul-de-sac and offering attractive ope...,"£190,000",Added on 15/06/2021,"Rettie & Co, Newton Mearns",www.rightmove.co.uk/properties/109305635
3 bedroom apartment for sale,"Victoria Road, Queens Park, Glasgow",***CLOSING DATE SET TUESDAY 6TH JULY AT 11AM*** An exceptional traditional first floor flat located in a convenient location directly across the road from Queens Park railway station and a wide range of other amenities. The current owners have carried out extensive improvements ...,"£190,000",Added on 25/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/67475004
2 bedroom semi-detached house for sale,"Orchard Park Avenue, Giffnock, Glasgow, G46 7BG","HD Video Available. Set within good size garden grounds with driveway to the front providing off street parking. This semi detached villa offers well laid out accommodation over two main levels and should appeal to an array of buyer groups. Internally, the accommodation comprises of entrance hall...","£190,000",Added on 30/06/2021,"Clyde Property, Clarkston",www.rightmove.co.uk/properties/67475004
2 bedroom flat for sale,"Whittingehame Park, Jordanhill, Glasgow ","Stunning 2 bedroom apartment in sought after location with excellent local amenities and transport links. Benefits include en-suite shower room, gas central heating, double glazing, private off street parking space, well kept communal gardens and secure video door entry system.","£189,995",Added on 03/06/2021,"Northwood, Glasgow",www.rightmove.co.uk/properties/109349567
3 bedroom end of terrace house for sale,"231 Stonelaw Road,  Burnside, Glasgow, G73 3RJ","A significantly upgraded, 3 bedroomed family home with a stunning interior, lovely gardens & off-street driveway parking, sitting in the heart of Burnside.  EPC – D.","£189,995",Added today,"Pacitti Jones, Burnside",www.rightmove.co.uk/properties/109349567
3 bedroom apartment for sale,"Bank Street, Hillhead","CLOSING DATE FOR OFFERS - Thursday 1st July at 12pm. Situated in an elevated ground floor position within a two storey, mid terrace townhouse and located within the incredibly popular Hillhead District in Glasgow’s West End, this three-bedroom conversion offers a great opportun...","£189,000",Added on 18/06/2021,"Rettie & Co, Glasgow",www.rightmove.co.uk/properties/80491977
2 bedroom flat for sale,"Dundrennan Road, Flat 2/1, Battlefield, Glasgow, G42 9SL","HD Property Video Available. An extremely stylish and upgraded two bedroom apartment situated on the highly sought after Dundrennan Road in the heart of Battlefield. Positioned on the second floor of a traditional sandstone tenement building, this fantastic apartment delivers spacious, and well ...","£189,000",Added on 28/06/2021,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/80491977
3 bedroom flat for sale,"Kelbourne Street, Flat 3/2, North Kelvinside, Glasgow, G20 8PE","HD Video Available. Occupying a prominent corner position in a blond sandstone tenement building, lies this three-bedroom top floor apartment. Kelbourne Street is just minutes' walk from the Botanic Gardens and Byres Road is also just a short walk from the flat where a number of ...","£189,000",Added on 02/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/108868109
3 bedroom flat for sale," Kirkvale Court,  Newton Mearns, G77","Expansive five apartment first floor flat located in a popular pocket of Newton Mearns next to Kirkhill Primary School. Although it could benefit from some modernisation, the property has clearly been well looked after over the years.","£189,000",Added on 29/04/2021,"Scottish Property Centre, Shawlands",www.rightmove.co.uk/properties/108868109
2 bedroom apartment for sale,"White Street, Partick, Glasgow",#CLOSING DATE FRIDAY 2ND JULY AT 10AM# A very stylish and immaculately presented two-bedroom second floor flat contained within a traditional red sandstone tenement building in the hugely popular and particularly convenient Partick District. The current owner has very tastefully upgrad...,"£189,000",Added on 09/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/109450868
2 bedroom apartment for sale,"Pinkston Road,
Glasgow,
G4 0DD","Pre show home offer Now with £500 CASHBACK for 6 months, flooring throughout, integrated appliances and high gloss units. The Waterloo plot 170 is our ground floor two bedroom apartment that gives you all the space you need. It features a stunning open plan kitchen an...","£189,000",Added on 23/06/2021,Keepmoat Homes,www.rightmove.co.uk/properties/109450868
2 bedroom flat for sale,"Aidans Brae , Flat 28 , Clarkston , Glasgow, G76 7EP","HD Video Available. Occupying a fantastic rarely available corner position on the first floor of this highly desirable and centrally located McCarthy & Stone RETIREMENT development, this large two bedroom apartment delivers spacious, walk in accommodation for any potential buyer. The development ...","£189,000",Added on 26/04/2021,"Clyde Property, Clarkston",www.rightmove.co.uk/properties/109697153
2 bedroom flat for sale,"Greystone Avenue, Burnside, Glasgow, G73","Sandstone upper quarter villa offering a flexible layout over four main apartments. This spacious property is presented in walk-in condition and benefits from private gardens, driveway, garage and wonderful open views to the front towards Cathkin Braes.","£189,000",Added on 06/05/2021,"Scottish Property Centre, Shawlands",www.rightmove.co.uk/properties/109697153
3 bedroom apartment for sale,"Dumbarton Road, Thornwood, Glasgow",An immaculately presented and impressive three bedroom flat occupying a preferred first floor position within a red sandstone tenement building on the corner of Dumbarton Road and Auchentorlie Street. Located in the convenient Thornwood area the property is exceptionally well placed f...,"£189,000",Added on 22/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/108089084
1 bedroom apartment for sale,"Thornwood Avenue, Thornwood, Glasgow","One if the finest examples of its type. This impressive three apartment main door flat offers a stylish interior finished to an excellent standard. Having the significant advantages of a private front door and a beautiful, private landscaped front garden with a west facing front posit...","£189,000",Added on 30/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/108089084
2 bedroom flat for sale,"St Mungo Street, Bishopbriggs, G64 1FR","Bright, well-appointed, two bedroomed, first floor apartment with private balcony off the lounge and conveniently situated close to the town centre including the train station. Designed for...","£189,000",Added on 25/06/2021,"Town & Country Estate Agents, Glasgow",www.rightmove.co.uk/properties/109832387
2 bedroom flat for sale,"Caird Drive, Flat 1/1, Partickhill, Glasgow, G11 5DT","HD Video Available. Occupying the preferred first floor position within a traditional red sandstone tenement building, lies this well presented two-bedroom flat. Caird Drive is located within the Partickhill area of Glasgow and is exceptionally well placed for quick access to all of th...","£189,000",Added on 09/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/109832387
2 bedroom flat for sale,"Pinkston Road, Glasgow, G4 0DD","Keys Estate Agent are delighted to assist in the marketing of the fantastic new development known of ""North Bridge"" minutes from Glasgow City Centre. This amazing new development offers mor...","£189,000",Added on 28/02/2020,"Keys Estate Agents, Glasgow",www.rightmove.co.uk/properties/109091255
2 bedroom semi-detached house for sale,"Morriston Crescent, Glasgow, PA4","Professionally extended semi detached villa in popular Renfrew district. Comp: hall, lounge, sitting room, fully fitted extended dining kitchen, 2 good sized bedrooms & shower-room. DG GCH Gdns Grge","£188,000",Added on 09/06/2021,"Alexr. McAllister & McKechnie, Paisle",www.rightmove.co.uk/properties/109645316
2 bedroom flat for sale,"Sauchiehall Street, Kelvingrove, Glasgow, G3","*** Investment opportunity with tenant in situ ***
Just a few meters from the beautiful Kelvin Way, this two bedroom recently refurbished traditional basement flat is perfect as an investment with tenants in situ.
 
 ","£187,000",Added on 05/06/2020,"CAIRN LETTING & ESTATE AGENCY, Glasgow",www.rightmove.co.uk/properties/108486452
